,filename,method,crps_volume,avg_crps_pointwise,abs_mean_volume,avg_abs_mean_pointwise,mean_JS_flow
314,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_2.pickle,mps,0.16819578239268013,3.19995192835567,0.12853358756117522,4.297366856427439,0.012930355440715474
315,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_23.pickle,mps,4.489839088908621,5.296623878604271,5.410385138915107,7.016982215208604,0.01410012183664675
316,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_21.pickle,mps,3.5405516048688748,4.033486624597783,4.216258382349834,5.480101538504982,0.011660274970944273
317,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_14.pickle,mps,0.3957737207413147,3.574382485830015,0.37651730939373373,4.809363841148046,0.013511258007190169
318,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_17.pickle,mps,0.6122771532631438,2.9598108428859833,0.9574263080645352,3.8904025980240657,0.015893025501324366
319,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_11.pickle,mps,2.0319441968484755,3.23709545357276,2.7559072299458087,4.457682159902028,0.020644748223410652
320,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_20.pickle,mps,1.7589697199945242,4.028843123047514,2.7447728557385505,5.557013902919649,0.011095073315412419
321,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_8.pickle,mps,0.30303382552995645,2.8080119202403404,0.27317657701075077,3.823422762831876,0.013049163583348827
322,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_7.pickle,mps,2.4507296819764006,4.065018138810038,3.5872599776655436,5.647456712436171,0.0109752935554486
323,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_19.pickle,mps,0.8172674948061628,3.76451919517964,1.3520140468321742,5.029860793242962,0.012707557043815454
324,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_16.pickle,mps,1.64244687871807,3.0486868550039277,2.2973666527070105,4.133471520375632,0.016246212042860142
325,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_20.pickle,mps,2.12418231575543,3.9523628925168297,2.809545320817083,5.483044257235644,0.010435358463130373
326,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_3.pickle,mps,0.5261246738101562,3.0818942747941116,0.9667080664794893,4.127366263046064,0.01224727960515054
327,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_5.pickle,mps,0.488359030839154,3.9979874472721546,0.5665447414703667,5.402929175106761,0.011628256457679054
328,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_0.pickle,mps,1.036867465501676,3.2980955877819396,1.4748747840773313,4.413597155375469,0.010828916532499556
329,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_13.pickle,mps,4.671684633814509,6.56407811509077,5.946079815185815,8.490636967396174,0.015202226941459845
330,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_23.pickle,mps,5.057111532974759,5.719889487637301,6.036259606923536,7.466841641760752,0.012500546279245761
331,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_15.pickle,mps,0.5726378879238914,3.348985654312484,1.0576356284990907,4.566581703451837,0.010513906747654355
332,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_hill_real_14.pickle,mps,0.4221248193518137,3.809366067223303,0.6139037885289639,5.09422236446086,0.011945213874844263
333,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_6.pickle,mps,0.5413793189667542,3.1693882830122724,0.24676817904040216,4.315833475089771,0.012166314558283042
334,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_19.pickle,mps,0.9815037030240817,3.909207529433051,1.3968160767026245,5.153401340371748,0.014398943775289686
335,/home/nevena/data_tsanfleuron/mps/simu_mps_param_4_12-02-2021/simulation_grad_real_21.pickle,mps,4.077546652891405,4.365611806297886,4.691600685576722,5.876340216097433,0.013245445247093018
336,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_1.pickle,mps,3.4095687800414702,5.0499740418471735,4.367624562123417,6.75870560897062,0.020621326359081472
337,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_hill_real_4.pickle,mps,0.286102377349441,2.7387334277577544,0.5121270140096545,3.5794757932297485,0.015989659685742043
338,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_hill_real_10.pickle,mps,2.999015853640614,4.34482902647317,3.4840489051617682,5.484169023902728,0.0178075739292665
339,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_11.pickle,mps,2.428440804969344,3.423035008654339,3.0802999619044362,4.591613384279366,0.0267403737649791
340,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_2.pickle,mps,0.11643769980363805,3.276727967423253,0.18893098682649434,4.224578534424945,0.018923591679422935
341,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_0.pickle,mps,0.5076161399419751,2.9419924560793813,0.8610645106904208,3.99267538294603,0.01822427488760948
342,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_7.pickle,mps,2.7223016109362717,4.280694095315227,3.457809959167615,5.503229299107377,0.016405755745023714
343,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_grad_real_5.pickle,mps,0.5413152077093676,3.915200079596601,0.9729168169520795,5.109571314238776,0.01841748631646436
344,/home/nevena/data_tsanfleuron/mps/simu_mps_param_1_12-02-2021/simulation_hill_real_12.pickle,mps,1.8003933152004534,5.017758418626388,2.394683731231093,6.262884866965676,0.014887533681716835
